Layer,Name,GEOID,Population,Longitude,Latitude,EKW_2024,INC_2019-2023,CZM_2023,EDB_2019-2023
Census tract,Tract 101,17031010100,4905,-87.66983010,42.02125530,12.83,69459.99999999999,178.0,92.35777930089102
Census tract,Tract 102.01,17031010201,6939,-87.68014840,42.01600770,15.0,49638.99999999999,196.0,80.82444626743232
Census tract,Tract 102.02,17031010202,2742,-87.67332560,42.01604760,15.83,55118.99999999999,390.0,89.01322482197355
Census tract,Tract 103,17031010300,6305,-87.66653930,42.01594310,15.04,65870.99999999999,232.0,90.92112729336108
Census tract,Tract 104,17031010400,5079,-87.65881570,42.00641090,14.5,49017.0,207.0,99.24332935085624
Census tract,Tract 105.01,17031010501,4206,-87.66395830,42.00941190,13.44,48249.99999999999,129.0,99.20027816411682
Census tract,Tract 105.02,17031010502,3278,-87.66332730,42.00451730,14.33,61366.99999999999,80.0,92.4908424908425
Census tract,Tract 105.03,17031010503,2565,-87.66312620,42.00032070,16.08,21924.0,136.0,87.20103425985779
Census tract,Tract 106,17031010600,6225,-87.66768300,42.00627740,14.5,71920.0,267.0,92.85714285714286
Census tract,Tract 107.01,17031010701,3673,-87.67862040,42.00914820,12.83,74208.0,98.0,86.57718120805369
Census tract,Tract 107.02,17031010702,4776,-87.67272570,42.00901990,15.12,58288.99999999999,138.0,81.3738019169329
Census tract,Tract 201,17031020100,4202,-87.68711690,42.01572100,13.92,69849.99999999999,108.0,85.8459512837393
Census tract,Tract 202,17031020200,7128,-87.69951910,42.01569030,16.17,115559.0,122.0,87.48868778280543
Census tract,Tract 203.01,17031020301,5261,-87.70518650,42.00686510,14.11,76327.0,89.0,98.02941176470588
Census tract,Tract 203.02,17031020302,5010,-87.69496340,42.00854060,14.72,81562.99999999999,140.0,96.9358442387488
Census tract,Tract 204,17031020400,4435,-87.68591180,42.00848800,13.5,81839.99999999999,123.0,89.03889424622308
Census tract,Tract 205,17031020500,6599,-87.68419820,42.00131290,14.96,46457.99999999999,176.0,80.0536073263346
Census tract,Tract 206.01,17031020601,6699,-87.70180250,42.00087460,15.11,62015.0,119.0,81.09195402298852
Census tract,Tract 206.02,17031020602,4662,-87.69363730,42.00131560,13.38,87804.0,111.0,83.03724928366762
Census tract,Tract 207.01,17031020701,1879,-87.70368970,41.98689150,16.33,101249.99999999999,46.0,89.42528735632183
Census tract,Tract 207.02,17031020702,7717,-87.70489390,41.99412560,14.75,76812.0,207.0,76.0942760942761
Census tract,Tract 208.01,17031020801,5648,-87.69441490,41.98680810,14.54,73151.0,116.0,92.77412834765032
Census tract,Tract 208.02,17031020802,7546,-87.69463060,41.99405920,14.5,70044.0,163.0,70.31888798037612
Census tract,Tract 209.01,17031020901,5848,-87.68547360,41.99439220,13.22,52377.99999999999,154.0,77.35235235235236
Census tract,Tract 209.02,17031020902,4488,-87.67868410,41.99425850,14.5,47963.0,141.0,85.89251439539348
Census tract,Tract 301.01,17031030101,3687,-87.65487900,41.99105380,12.83,49131.99999999999,129.0,94.74587912087912
Census tract,Tract 301.02,17031030102,3121,-87.65502250,41.99302640,11.61,59621.99999999999,89.0,85.45845272206304
Census tract,Tract 301.03,17031030103,2104,-87.65515270,41.99552410,12.08,55651.0,45.0,87.74761555392516
Census tract,Tract 301.04,17031030104,3521,-87.65598640,41.99727730,8.58,47329.99999999999,40.0,93.75506893755067
Census tract,Tract 302,17031030200,5627,-87.66523000,41.99444140,16.0,103757.99999999999,234.0,94.30748543254144
Census tract,Tract 303,17031030300,3148,-87.67253480,41.99438750,14.83,67142.99999999999,73.0,88.27722772277228
Census tract,Tract 304,17031030400,2597,-87.67207880,41.98695150,16.5,97441.99999999999,56.0,97.8194505015264
Census tract,Tract 305,17031030500,6183,-87.66493590,41.98722600,15.29,123463.99999999999,238.0,96.38508371385085
Census tract,Tract 306.01,17031030601,3293,-87.65460870,41.98897160,11.28,51136.0,95.0,94.73496976165066
Census tract,Tract 306.03,17031030603,2045,-87.65839790,41.98547620,10.58,54415.0,107.0,93.60328638497651
Census tract,Tract 306.04,17031030604,3737,-87.65245460,41.98587070,10.86,51031.99999999999,37.0,92.68088665830196
Census tract,Tract 307.01,17031030701,1671,-87.65796590,41.98274530,12.67,51625.0,76.0,94.29024583663758
Census tract,Tract 307.02,17031030702,2318,-87.65452860,41.98081480,12.46,60132.99999999999,,97.52650176678446
Census tract,Tract 307.03,17031030703,3075,-87.65787080,41.97887490,13.94,68861.0,185.0,91.86401833460656
Census tract,Tract 307.06,17031030706,2933,-87.65091550,41.98041510,13.58,50430.99999999999,76.0,93.7888198757764
Census tract,Tract 308,17031030800,4284,-87.66418800,41.97991230,15.12,96719.0,80.0,93.28992072480182
Census tract,Tract 309,17031030900,2952,-87.67144540,41.97979510,17.38,97375.0,138.0,95.57836557441767
Census tract,Tract 310,17031031000,3868,-87.67110940,41.97243700,15.28,117113.99999999999,103.0,97.71088115396677
Census tract,Tract 311,17031031100,4691,-87.66386620,41.97266840,15.56,83352.0,108.0,97.96668299853012
Census tract,Tract 312,17031031200,5541,-87.65734100,41.97270920,15.04,27869.0,284.0,80.05191693290735
Census tract,Tract 313,17031031300,6719,-87.64652980,41.97376460,13.6,65617.0,137.0,92.85257435241444
Census tract,Tract 314,17031031400,5221,-87.64240950,41.95844750,14.28,87499.99999999999,300.0,98.22499400335812
Census tract,Tract 315.01,17031031501,4155,-87.65243430,41.96728860,13.33,51731.0,111.0,79.93759750390016
Census tract,Tract 315.02,17031031502,4712,-87.65236560,41.96363260,12.0,47674.0,113.0,87.09774436090225
Census tract,Tract 317,17031031700,6294,-87.66319540,41.96544660,14.62,82773.99999999999,211.0,96.04899249308572
Census tract,Tract 318,17031031800,1910,-87.67062090,41.96701140,17.0,86158.99999999999,52.0,97.9852249832102
Census tract,Tract 319,17031031900,2522,-87.67018410,41.96337400,14.25,92207.99999999999,116.0,95.906432748538
Census tract,Tract 321,17031032100,7543,-87.65301790,41.95815380,14.4,71804.0,287.0,91.01968945093644
Census tract,Tract 401,17031040100,3905,-87.68288560,41.98562230,16.33,94318.0,111.0,95.14963880288958
Census tract,Tract 402.01,17031040201,6408,-87.69400050,41.97258040,15.17,103408.99999999999,203.0,97.94754846066137
Census tract,Tract 402.02,17031040202,7318,-87.69409600,41.97985490,15.08,62500.0,167.0,84.46360153256704
Census tract,Tract 403,17031040300,2928,-87.70198320,41.97694370,14.89,79896.0,45.0,89.8297284859641
Census tract,Tract 404.01,17031040401,3129,-87.68608160,41.97206670,15.33,103749.99999999999,94.0,91.83752417794972
Census tract,Tract 404.02,17031040402,4746,-87.67881810,41.97254500,15.07,94541.0,139.0,97.78305621536023
Census tract,Tract 406,17031040600,2530,-87.68401800,41.96683380,16.67,90921.0,116.0,95.52864462040056
Census tract,Tract 407,17031040700,3426,-87.69406820,41.96743140,14.67,109205.0,65.0,96.2907455976021
Census tract,Tract 408,17031040800,1636,-87.69182130,41.96397400,15.92,110179.0,33.0,98.78345498783456
Census tract,Tract 409,17031040900,2063,-87.68385440,41.96318470,15.67,92167.0,51.0,99.11783238815374
Census tract,Tract 501,17031050100,2568,-87.67637300,41.95784510,18.08,114062.99999999999,64.0,97.48931623931624
Census tract,Tract 502,17031050200,5309,-87.68371680,41.95774050,17.22,124166.99999999999,133.0,95.6096196868009
Census tract,Tract 503,17031050300,2671,-87.69044420,41.95788510,15.5,166680.99999999997,64.0,97.64529058116231
Census tract,Tract 505,17031050500,5117,-87.68350730,41.95044740,15.43,144249.99999999997,92.0,98.37805956944854
Census tract,Tract 506,17031050600,2443,-87.67618240,41.95054770,16.5,114940.0,86.0,100.0
Census tract,Tract 507,17031050700,1513,-87.67605950,41.94507100,15.67,130698.99999999999,32.0,98.21905609973284
Census tract,Tract 508,17031050800,1406,-87.68092790,41.94500950,16.0,157813.0,21.0,96.2085308056872
Census tract,Tract 509,17031050900,1426,-87.68577800,41.94494660,15.83,136053.0,39.0,96.41255605381166
Census tract,Tract 510,17031051000,1538,-87.68573170,41.94130240,17.83,184464.0,39.0,97.52475247524752
Census tract,Tract 511,17031051100,1599,-87.68082660,41.94136520,17.67,181826.99999999997,31.0,97.45173745173746
Census tract,Tract 512,17031051200,1581,-87.67595360,41.94142240,16.5,174598.0,46.0,98.77515310586176
Census tract,Tract 513,17031051300,2907,-87.67583950,41.93599710,16.29,199890.0,40.0,98.74279727606076
Census tract,Tract 514,17031051400,2492,-87.68095940,41.93544200,15.42,150356.99999999997,74.0,95.82637729549248
Census tract,Tract 601,17031060100,2830,-87.66661120,41.95753110,15.17,145313.0,58.0,99.17770671539516
Census tract,Tract 602,17031060200,2313,-87.67151750,41.95790360,14.75,91081.0,53.0,98.62334801762115
Census tract,Tract 603,17031060300,3076,-87.67133270,41.95060490,17.08,139306.0,52.0,98.65168539325845
Census tract,Tract 604,17031060400,3709,-87.66653640,41.95067310,16.33,154037.99999999997,93.0,99.21660791226007
Census tract,Tract 605,17031060500,1374,-87.66050080,41.95272000,16.5,60986.99999999999,36.0,87.46048472075869
Census tract,Tract 608,17031060800,5295,-87.64264890,41.95395900,13.11,83534.0,80.0,98.52104664391354
Census tract,Tract 609,17031060900,7104,-87.64177840,41.95151660,12.17,86986.99999999999,309.0,98.62444017914268
Census tract,Tract 610,17031061000,2279,-87.65197030,41.94922060,15.67,116499.99999999999,100.0,92.09215442092156
Census tract,Tract 611,17031061100,1367,-87.65680350,41.94913980,15.5,123749.99999999999,133.0,100.0
Census tract,Tract 612,17031061200,1932,-87.66164270,41.94905990,15.83,118397.99999999999,34.0,95.73426573426572
Census tract,Tract 615,17031061500,1797,-87.66154470,41.94528180,16.83,126100.99999999999,39.0,99.6565934065934
Census tract,Tract 618,17031061800,1051,-87.64711470,41.94649010,15.0,76393.0,44.0,100.0
Census tract,Tract 619.01,17031061901,3625,-87.64346790,41.94323050,13.25,67063.0,128.0,99.30394431554524
Census tract,Tract 619.02,17031061902,4665,-87.63906450,41.94669850,12.62,92011.0,78.0,99.0887789638115
Census tract,Tract 620,17031062000,2843,-87.64707860,41.94257690,14.5,133513.99999999997,104.0,99.04545454545456
Census tract,Tract 621,17031062100,3817,-87.65177040,41.94269140,15.11,92312.99999999999,442.0,99.17290271760535
Census tract,Tract 622,17031062200,3244,-87.65664400,41.94258470,15.08,172841.0,164.0,98.32324173265022
Census tract,Tract 623,17031062300,1667,-87.66144320,41.94162780,17.0,244285.99999999997,26.0,99.67880085653104
Census tract,Tract 624,17031062400,1673,-87.66628820,41.94155560,18.0,158542.0,101.0,94.95192307692308
Census tract,Tract 625,17031062500,1675,-87.67110730,41.94148800,19.67,169916.99999999997,50.0,97.4088291746641
Census tract,Tract 626,17031062600,2477,-87.67098430,41.93597510,18.5,177044.99999999997,33.0,98.47619047619048
Census tract,Tract 627,17031062700,2955,-87.66611030,41.93608620,17.94,136666.99999999997,101.0,98.2316534040672
Census tract,Tract 628,17031062800,3851,-87.66126480,41.93615860,15.94,166741.0,58.0,98.8984088127295
Census tract,Tract 629,17031062900,4125,-87.65641130,41.93623700,16.28,181429.0,87.0,100.0
Census tract,Tract 630,17031063000,3417,-87.65156170,41.93631020,14.72,103250.0,273.0,97.42857142857144
Census tract,Tract 631,17031063100,2376,-87.64677990,41.93823190,17.25,97347.0,79.0,96.75952245594088
Census tract,Tract 632,17031063200,6900,-87.63467260,41.93892310,13.08,77182.99999999999,185.0,99.43108827307763
Census tract,Tract 633.01,17031063301,2833,-87.64302390,41.93454070,12.61,69188.0,70.0,95.76695493855256
Census tract,Tract 633.02,17031063302,4577,-87.63985400,41.93476470,9.83,96363.99999999999,86.0,98.83785279468734
Census tract,Tract 633.03,17031063303,1274,-87.63466130,41.93473120,16.33,104813.0,39.0,97.74058577405856
Census tract,Tract 634,17031063400,2417,-87.64673000,41.93465960,15.75,116764.99999999999,130.0,99.29802169751116
Census tract,Tract 701.01,17031070101,4171,-87.63232470,41.92952250,12.83,96944.0,156.0,97.04713231118684
Census tract,Tract 701.02,17031070102,3063,-87.64220200,41.93058280,16.11,106062.0,177.0,99.19559695173582
Census tract,Tract 701.03,17031070103,1845,-87.64260510,41.92681100,15.75,76477.0,72.0,100.0
Census tract,Tract 702,17031070200,4200,-87.64629300,41.92907770,15.44,101991.99999999999,192.0,98.83521754025352
Census tract,Tract 703,17031070300,4349,-87.65131030,41.92904620,17.67,178750.0,119.0,100.0
Census tract,Tract 704,17031070400,3250,-87.65615630,41.92896720,15.94,205771.99999999997,71.0,93.266951161688
Census tract,Tract 705,17031070500,3322,-87.66089220,41.92894550,15.33,194407.99999999997,58.0,97.4370112945265
Census tract,Tract 706,17031070600,3449,-87.66567660,41.92876270,15.67,210469.0,48.0,97.6491862567812
Census tract,Tract 707,17031070700,3699,-87.67410380,41.93065210,17.0,146806.0,150.0,94.72073450650343
Census tract,Tract 710,17031071000,4357,-87.65591140,41.92170110,16.0,186517.99999999997,84.0,99.50873362445417
Census tract,Tract 711,17031071100,3091,-87.65106140,41.92177780,16.92,212677.0,124.0,100.0
Census tract,Tract 712,17031071200,2973,-87.64621060,41.92185470,17.17,131162.99999999997,128.0,98.4020618556701
Census tract,Tract 713,17031071300,3893,-87.64145780,41.92177940,16.08,127082.99999999999,134.0,99.83938323160938
Census tract,Tract 714,17031071400,4962,-87.62952590,41.92272550,16.5,123069.99999999999,131.0,96.42659279778394
Census tract,Tract 715,17031071500,6282,-87.62509230,41.91424150,16.06,123663.0,228.0,99.67407975460122
Census tract,Tract 716,17031071600,1793,-87.64118230,41.91647220,17.0,242250.0,34.0,98.53574504737296
Census tract,Tract 717,17031071700,1660,-87.64107170,41.91286660,15.08,149820.99999999997,45.0,98.55855855855856
Census tract,Tract 718,17031071800,2652,-87.64596600,41.91458550,15.92,232806.99999999997,88.0,95.96613545816732
Census tract,Tract 801,17031080100,6388,-87.62679000,41.90754870,12.93,116982.99999999999,79.0,98.61431870669746
Census tract,Tract 802.01,17031080201,3375,-87.63100510,41.90949760,13.78,118416.99999999999,44.0,99.63272120200334
Census tract,Tract 802.02,17031080202,4225,-87.63090100,41.90585890,16.33,104128.99999999999,147.0,99.58937859293732
Census tract,Tract 803,17031080300,5499,-87.63579870,41.90748990,16.08,157881.99999999997,229.0,98.92520289537178
Census tract,Tract 804,17031080400,4569,-87.64090150,41.90741230,15.11,,114.0,90.03368893879843
Census tract,Tract 810,17031081000,8746,-87.63210890,41.90026550,16.5,81616.0,249.0,94.9181080667381
Census tract,Tract 811,17031081100,4187,-87.62910490,41.90022110,16.5,79682.99999999999,130.0,97.7632805219012
Census tract,Tract 812.01,17031081201,5080,-87.62621200,41.89915380,15.83,134245.99999999997,307.0,99.71809328549462
Census tract,Tract 812.02,17031081202,3357,-87.62423740,41.90437690,13.38,158100.0,75.0,100.0
Census tract,Tract 813,17031081300,5540,-87.62075310,41.89833540,13.97,115259.99999999999,225.0,99.14057704112952
Census tract,Tract 814.01,17031081401,2508,-87.61971750,41.89503470,14.0,82364.99999999999,310.0,100.0
Census tract,Tract 814.02,17031081402,7052,-87.61293100,41.89102150,16.22,166824.0,165.0,98.98291293734744
Census tract,Tract 814.03,17031081403,9843,-87.62095600,41.89299080,17.06,117549.99999999999,568.0,98.24295285046138
Census tract,Tract 815,17031081500,5917,-87.62607870,41.89290640,17.0,141780.0,765.0,100.0
Census tract,Tract 816,17031081600,4168,-87.62887080,41.89205720,14.58,140322.99999999997,298.0,99.46160385378296
Census tract,Tract 817,17031081700,5537,-87.63183160,41.89221850,18.17,134579.0,786.0,99.66185752930568
Census tract,Tract 818,17031081800,11373,-87.63918950,41.89332430,18.5,157238.0,516.0,99.19203307027432
Census tract,Tract 819,17031081900,1325,-87.64148700,41.89799000,13.33,238250.0,32.0,96.42857142857144
Census tract,Tract 901,17031090100,3585,-87.81358720,42.01525520,15.29,136463.0,24.0,98.706732597946
Census tract,Tract 902,17031090200,6626,-87.81309610,42.00559400,16.3,129786.99999999999,41.0,97.91802212101496
Census tract,Tract 903,17031090300,1314,-87.81636440,41.99911270,16.46,117768.0,13.0,99.39086294416244
Census tract,Tract 1001,17031100100,5538,-87.78301360,41.98958400,15.67,109241.99999999999,97.0,96.81628392484345
Census tract,Tract 1002,17031100200,7024,-87.79425890,41.99577340,15.55,113767.0,83.0,95.28764971529552
Census tract,Tract 1003,17031100300,6252,-87.80425970,41.98873300,14.1,74250.0,71.0,93.63577725220382
Census tract,Tract 1004,17031100400,3207,-87.81804110,41.98896870,13.72,144125.0,17.0,93.06209850107066
Census tract,Tract 1005,17031100500,6116,-87.81973140,41.97804530,14.89,117582.99999999999,82.0,90.20881670533645
Census tract,Tract 1006,17031100600,4897,-87.79740070,41.97920490,16.12,84895.99999999999,70.0,91.09610070617131
Census tract,Tract 1007,17031100700,4967,-87.79762950,41.97212350,13.73,131932.0,64.0,90.35386631716908
Census tract,Tract 1101,17031110100,5568,-87.76967290,41.98747560,16.07,94140.99999999999,74.0,90.9619578386237
Census tract,Tract 1102,17031110200,2772,-87.77344420,41.98006990,17.67,66429.0,57.0,87.88833858622243
Census tract,Tract 1103,17031110300,5348,-87.78323490,41.97529070,15.2,122651.99999999999,104.0,94.85981308411216
Census tract,Tract 1104,17031110400,4522,-87.77261140,41.97295360,15.89,85825.0,87.0,92.47774906689637
Census tract,Tract 1105.01,17031110501,4786,-87.76192490,41.97700230,15.17,104847.99999999999,86.0,92.92955549779047
Census tract,Tract 1105.02,17031110502,3220,-87.75985230,41.97028650,17.92,80762.0,121.0,92.6361143752448
Census tract,Tract 1201,17031120100,4402,-87.77500650,42.00198170,15.08,157543.0,30.0,97.59519038076152
Census tract,Tract 1202,17031120200,4748,-87.75761080,41.99453190,15.75,155480.99999999997,67.0,96.71419714817112
Census tract,Tract 1203,17031120300,6920,-87.74006600,41.99111220,14.64,137043.0,89.0,96.70374948496084
Census tract,Tract 1204,17031120400,3526,-87.75216240,41.97723540,15.28,117403.99999999999,70.0,92.4563359345968
Census tract,Tract 1301,17031130100,5205,-87.72080890,41.99110400,14.61,41336.0,124.0,92.57454128440368
Census tract,Tract 1302,17031130200,1403,-87.73757330,41.98183780,15.0,103611.0,144.0,93.67866549604916
Census tract,Tract 1303,17031130300,5083,-87.71339150,41.98655890,15.17,69856.99999999999,124.0,87.13009491903965
Census tract,Tract 1401,17031140100,3464,-87.70580500,41.97120140,13.42,92594.99999999999,32.0,85.12433392539964
Census tract,Tract 1402,17031140200,5834,-87.71300430,41.97069490,15.5,68875.0,99.0,77.86051129312484
Census tract,Tract 1403.01,17031140301,2693,-87.72316950,41.96920550,15.92,71647.99999999999,63.0,57.4826560951437
Census tract,Tract 1403.02,17031140302,4060,-87.72375610,41.97249380,13.72,75805.99999999999,52.0,78.56886012225817
Census tract,Tract 1404,17031140400,6503,-87.73894290,41.97153710,13.73,98818.99999999999,197.0,90.24446494464944
Census tract,Tract 1405,17031140500,3451,-87.73183190,41.96536190,16.61,70598.0,105.0,86.13778705636743
Census tract,Tract 1406.01,17031140601,2545,-87.72589090,41.96464710,14.5,81833.0,41.0,75.24213075060533
Census tract,Tract 1406.02,17031140602,5041,-87.72101660,41.96465200,13.5,67321.0,103.0,86.00198085176626
Census tract,Tract 1407.01,17031140701,2784,-87.71265240,41.96703750,16.17,107790.0,99.0,76.56405163853029
Census tract,Tract 1407.02,17031140702,5535,-87.71357530,41.96354820,14.29,78788.99999999999,110.0,76.22167622167623
Census tract,Tract 1408,17031140800,6486,-87.70284690,41.96451440,15.57,100249.99999999999,161.0,90.79685746352412
Census tract,Tract 1502,17031150200,7434,-87.75241310,41.96067470,15.8,94020.99999999999,173.0,85.94543744120415
Census tract,Tract 1503,17031150300,7120,-87.76228590,41.96051790,15.4,88124.99999999999,165.0,93.79952456418384
Census tract,Tract 1504.01,17031150401,4681,-87.77226480,41.96456760,16.08,93615.99999999999,91.0,86.19791666666666
Census tract,Tract 1504.02,17031150402,3831,-87.77204360,41.95679790,15.83,102093.99999999999,163.0,87.60763758891801
Census tract,Tract 1505.01,17031150501,3823,-87.78196390,41.96447620,12.44,126806.0,66.0,96.4131994261119
Census tract,Tract 1505.02,17031150502,4239,-87.78184140,41.95677840,15.39,69868.99999999999,56.0,90.67674586033118
Census tract,Tract 1506,17031150600,3882,-87.77175780,41.94947310,13.96,95044.99999999999,86.0,94.51802796173658
Census tract,Tract 1507,17031150700,4429,-87.76195800,41.94959150,15.21,108385.0,120.0,91.31378935939196
Census tract,Tract 1508,17031150800,4903,-87.75211820,41.94970860,13.27,79044.0,111.0,83.45410628019324
Census tract,Tract 1510.01,17031151001,2833,-87.75435270,41.94238260,12.0,91991.99999999999,58.0,77.85507246376811
Census tract,Tract 1510.02,17031151002,4588,-87.74715540,41.94249170,14.62,78850.99999999999,190.0,84.35374149659864
Census tract,Tract 1511,17031151100,5140,-87.76171750,41.94229030,16.0,76864.0,125.0,87.46116916125388
Census tract,Tract 1512,17031151200,3880,-87.77149530,41.94216900,14.89,92201.0,94.0,88.65797816132441
Census tract,Tract 1601,17031160100,2444,-87.74279560,41.96462820,16.08,111602.0,57.0,92.14517876489708
Census tract,Tract 1602,17031160200,3278,-87.73839810,41.95879310,13.88,128287.99999999999,63.0,96.16026711185307
Census tract,Tract 1603,17031160300,3769,-87.73089580,41.95726810,13.72,76082.99999999999,116.0,87.57718852161278
Census tract,Tract 1604,17031160400,4854,-87.72282380,41.95736570,15.11,72592.99999999999,128.0,87.96221322537112
Census tract,Tract 1605.01,17031160501,3703,-87.71297320,41.95920980,13.5,76513.99999999999,106.0,81.97456993268511
Census tract,Tract 1605.02,17031160502,3300,-87.71308760,41.95558410,14.89,85499.99999999999,82.0,83.02231979509696
Census tract,Tract 1606.01,17031160601,3380,-87.70329360,41.95939800,15.61,74310.0,57.0,95.16616314199396
Census tract,Tract 1606.02,17031160602,3481,-87.70046350,41.95668140,14.75,96323.99999999999,97.0,92.35159817351598
Census tract,Tract 1607,17031160700,5766,-87.70213470,41.95121770,15.33,89530.99999999999,106.0,82.43388518598151
Census tract,Tract 1608,17031160800,4997,-87.71281460,41.95021310,16.13,83148.0,175.0,75.2876712328767
