Layer,Name,GEOID,Population,Longitude,Latitude,EKW_2024,INC_2019-2023,CZM_2023,EDB_2019-2023
Census tract,Tract 6707,17031670700,1252,-87.66673150,41.78306860,14.92,29540.999999999996,112.0,59.42028985507246
Census tract,Tract 6708,17031670800,1477,-87.66187900,41.78314420,13.75,43145.0,84.0,73.10647639956093
Census tract,Tract 6709,17031670900,1172,-87.65702200,41.78321240,12.58,30541.999999999996,78.0,84.004884004884
Census tract,Tract 6711,17031671100,994,-87.66171590,41.77677710,13.5,15735.0,75.0,89.28571428571429
Census tract,Tract 6712,17031671200,980,-87.66658230,41.77669930,13.92,42143.0,96.0,72.30392156862744
Census tract,Tract 6713,17031671300,2048,-87.67134930,41.77390150,12.39,29562.999999999996,92.0,82.0754716981132
Census tract,Tract 6714,17031671400,1558,-87.67622890,41.77379210,12.58,29469.0,98.0,80.34351145038168
Census tract,Tract 6715,17031671500,2716,-87.66963150,41.76817220,14.83,43202.99999999999,141.0,75.31683765841883
Census tract,Tract 6716,17031671600,1804,-87.66151130,41.76949990,13.17,25849.0,230.0,89.22204213938411
Census tract,Tract 6718,17031671800,1142,-87.65644810,41.76140100,12.0,52125.0,81.0,80.97622027534418
Census tract,Tract 6719,17031671900,1122,-87.66128020,41.76132560,13.33,36336.99999999999,84.0,85.75
Census tract,Tract 6720,17031672000,3397,-87.67112810,41.76119830,13.21,45191.99999999999,190.0,67.73526370217166
Census tract,Tract 6805,17031680500,1307,-87.65235240,41.79056390,12.33,42639.0,115.0,78.14498933901919
Census tract,Tract 6806,17031680600,1165,-87.65216520,41.78328110,11.5,52236.99999999999,110.0,85.24332810047096
Census tract,Tract 6809,17031680900,3573,-87.63763040,41.77643050,12.58,18333.0,350.0,70.25316455696202
Census tract,Tract 6810,17031681000,2573,-87.64954790,41.77603980,12.46,27844.0,206.0,76.50962176509621
Census tract,Tract 6811,17031681100,2873,-87.64935950,41.76876650,12.63,36082.99999999999,227.0,77.52053771471246
Census tract,Tract 6812,17031681200,2353,-87.63849760,41.76918930,13.67,23249.999999999996,226.0,77.56939234808702
Census tract,Tract 6813,17031681300,2182,-87.63984230,41.76118070,12.28,21887.999999999996,204.0,76.67173252279636
Census tract,Tract 6814,17031681400,2474,-87.64917060,41.76152230,12.81,51834.99999999999,194.0,80.37974683544303
Census tract,Tract 6903,17031690300,2302,-87.62900930,41.76866930,13.23,34977.99999999999,188.0,86.33045786330457
Census tract,Tract 6904,17031690400,3363,-87.62020390,41.76925900,13.12,46313.0,313.0,83.39749759384023
Census tract,Tract 6905,17031690500,992,-87.61210310,41.76817940,13.83,57840.99999999999,110.0,86.53846153846155
Census tract,Tract 6909,17031690900,4250,-87.61034470,41.76214240,11.6,36926.99999999999,350.0,88.7085635359116
Census tract,Tract 6910,17031691000,2668,-87.62001510,41.76196540,11.17,64361.0,280.0,91.13475177304964
Census tract,Tract 6911,17031691100,2980,-87.62987210,41.76171350,13.38,55169.99999999999,295.0,87.03928716079385
Census tract,Tract 6912,17031691200,2277,-87.63041130,41.75262080,14.17,34444.0,284.0,90.87481146304675
Census tract,Tract 6913,17031691300,2374,-87.61984720,41.75468110,13.42,55203.0,142.0,90.7119021134594
Census tract,Tract 6914,17031691400,3411,-87.61016850,41.75484550,13.07,35495.0,331.0,88.57302118171684
Census tract,Tract 6915,17031691500,1806,-87.60026660,41.75505280,12.61,24100.999999999996,205.0,90.00868809730669
Census tract,Tract 7001,17031700100,3326,-87.69530910,41.75359350,14.5,79658.99999999999,162.0,83.06486721811058
Census tract,Tract 7002,17031700200,6554,-87.72378400,41.75298930,13.58,74124.99999999999,108.0,77.31073943661971
Census tract,Tract 7003.01,17031700301,5762,-87.73171170,41.74562250,14.28,84667.0,121.0,69.17808219178082
Census tract,Tract 7003.02,17031700302,5662,-87.73130640,41.73836520,14.12,86000.0,89.0,74.343163538874
Census tract,Tract 7004.01,17031700401,5822,-87.71203550,41.74553720,14.92,94312.99999999999,152.0,83.96137541215262
Census tract,Tract 7004.02,17031700402,4082,-87.71182340,41.73823020,14.89,98151.99999999999,91.0,85.94594594594595
Census tract,Tract 7005.01,17031700501,6912,-87.69034230,41.74621330,13.75,64739.0,309.0,86.94904321651258
Census tract,Tract 7005.02,17031700502,2978,-87.68876830,41.73885220,11.75,97623.99999999999,79.0,95.50200803212851
Census tract,Tract 7101,17031710100,1015,-87.64197130,41.75339180,13.0,28287.0,99.0,96.86411149825784
Census tract,Tract 7102,17031710200,4635,-87.65142520,41.75511310,12.17,30870.999999999996,305.0,69.96491228070175
Census tract,Tract 7103,17031710300,1424,-87.66110570,41.75404850,16.83,54886.0,120.0,83.49619978284474
Census tract,Tract 7104,17031710400,5424,-87.67093280,41.75391840,12.39,43986.0,315.0,86.26359055953327
Census tract,Tract 7105,17031710500,4036,-87.67078740,41.74753160,12.54,44972.99999999999,314.0,85.31524341580207
Census tract,Tract 7106,17031710600,1706,-87.66094340,41.74766000,11.25,42132.0,110.0,81.44257703081233
Census tract,Tract 7107,17031710700,3420,-87.65688400,41.74711000,13.58,40937.99999999999,209.0,85.5252606255012
Census tract,Tract 7108,17031710800,4804,-87.64881260,41.74783660,14.22,37580.0,418.0,88.71399866041527
Census tract,Tract 7109,17031710900,1942,-87.63968930,41.74214610,14.5,48867.0,189.0,90.5785123966942
Census tract,Tract 7110,17031711000,3058,-87.64858110,41.73964360,12.22,55197.0,216.0,86.65723715228665
Census tract,Tract 7111,17031711100,2499,-87.65830020,41.73950160,12.83,49687.99999999999,166.0,93.42318059299193
Census tract,Tract 7112,17031711200,4687,-87.66982520,41.74055610,13.46,60432.99999999999,199.0,85.75909661229612
Census tract,Tract 7113,17031711300,1462,-87.66728550,41.73350440,13.25,76523.99999999999,83.0,84.08163265306122
Census tract,Tract 7114,17031711400,2394,-87.65211680,41.73366140,14.0,59187.99999999999,148.0,94.25156516789984
Census tract,Tract 7115,17031711500,2372,-87.63868880,41.73244020,11.0,52884.99999999999,108.0,84.10064239828694
Census tract,Tract 7201,17031720100,3344,-87.67473550,41.72761640,14.5,149179.99999999997,108.0,97.31303179579042
Census tract,Tract 7202,17031720200,4131,-87.66605450,41.71304170,14.89,121079.99999999999,114.0,98.36298932384342
Census tract,Tract 7203,17031720300,3637,-87.67714390,41.71391980,14.29,136914.0,59.0,97.42765273311898
Census tract,Tract 7204,17031720400,1961,-87.68666860,41.70999180,14.83,122396.0,40.0,97.4853310980721
Census tract,Tract 7205,17031720500,2086,-87.68910110,41.70283530,16.08,111249.99999999999,39.0,97.82608695652172
Census tract,Tract 7206,17031720600,1691,-87.67720700,41.70277640,16.42,156927.0,26.0,99.57912457912458
Census tract,Tract 7207,17031720700,3073,-87.66513880,41.70310710,11.83,98896.99999999999,66.0,96.3917525773196
Census tract,Tract 7301,17031730100,2462,-87.63842560,41.72519520,11.33,57199.99999999999,111.0,85.7981220657277
Census tract,Tract 7302.01,17031730201,5627,-87.65790160,41.72686250,11.83,61431.99999999999,374.0,92.03830369357046
Census tract,Tract 7302.02,17031730202,2893,-87.64854250,41.72642990,12.17,81249.99999999999,161.0,92.349190779794
Census tract,Tract 7303,17031730300,1046,-87.66456670,41.72746930,15.5,45278.0,38.0,92.25543478260867
Census tract,Tract 7304,17031730400,3386,-87.65264790,41.71784080,14.42,88365.0,237.0,85.56149732620321
Census tract,Tract 7305,17031730500,4220,-87.63813770,41.71426530,12.92,64565.99999999999,233.0,89.25487687879757
Census tract,Tract 7306,17031730600,3254,-87.65048570,41.71060030,12.11,80500.0,192.0,94.47259327498848
Census tract,Tract 7307,17031730700,2281,-87.65007930,41.70308170,14.67,67500.0,121.0,86.9826435246996
Census tract,Tract 7401,17031740100,3234,-87.69860830,41.69728590,15.42,109375.0,37.0,95.64384873145045
Census tract,Tract 7402,17031740200,5830,-87.71270570,41.70470170,13.83,124160.99999999999,34.0,97.00676730869338
Census tract,Tract 7403,17031740300,4869,-87.71072330,41.69506940,14.07,124250.0,21.0,94.275802254987
Census tract,Tract 7404,17031740400,4695,-87.71931580,41.68723910,13.33,91041.99999999999,56.0,96.9655642686669
Census tract,Tract 7501,17031750100,3736,-87.65202830,41.69583450,12.79,53272.99999999999,132.0,93.34155363748458
Census tract,Tract 7502,17031750200,3024,-87.67142470,41.69566470,14.08,79463.99999999999,61.0,98.04171988080034
Census tract,Tract 7503,17031750300,2470,-87.68617260,41.69539110,15.28,120642.99999999999,19.0,99.5875073659399
Census tract,Tract 7504,17031750400,2909,-87.68507100,41.68565660,15.28,108788.0,61.0,97.40673339399454
Census tract,Tract 7505,17031750500,5618,-87.67123340,41.68461540,14.08,68615.0,356.0,93.81978706829396
Census tract,Tract 7506,17031750600,3420,-87.65204930,41.68863120,13.54,58494.0,196.0,83.67875647668393
Census tract,Tract 7608.01,17031760801,4403,-87.84484950,41.98348670,15.08,75625.0,88.0,92.1210305572199
Census tract,Tract 7608.02,17031760802,2374,-87.84262100,41.95612680,13.33,93312.99999999999,26.0,88.43283582089553
Census tract,Tract 7608.03,17031760803,6394,-87.84413560,41.97534080,14.04,68276.0,80.0,94.34034416826005
Census tract,Tract 7705,17031770500,4632,-87.94474330,42.00800630,13.12,59910.99999999999,,60.41928721174005
Census tract,Tract 7706.02,17031770602,4762,-87.90749730,42.01191100,12.51,85912.99999999999,5.0,70.4995287464656
Census tract,Tract 7707,17031770700,2537,-87.86941970,41.98543570,15.29,68144.99999999999,124.0,89.04632152588556
Census tract,Tract 7708,17031770800,5661,-87.86642260,41.96331970,14.75,79750.0,,92.60015310028068
Census tract,Tract 7709.01,17031770901,5245,-87.81686040,41.97055600,14.89,95312.99999999999,1.0,86.2412493268713
Census tract,Tract 7709.02,17031770902,3732,-87.83618060,41.97006020,15.67,74318.0,1.0,89.23471255950201
Census tract,Tract 8104,17031810400,5409,-87.82943870,41.98757370,15.21,148749.99999999997,31.0,95.159298592245
Census tract,Tract 8105.01,17031810501,5293,-87.82598630,41.96028070,14.93,88193.99999999999,8.0,90.09446004595354
Census tract,Tract 8105.02,17031810502,5355,-87.81045920,41.95958470,16.6,82037.0,,81.8
Census tract,Tract 8106,17031810600,4949,-87.79610020,41.96422460,16.22,80676.99999999999,1.0,88.28464885021752
Census tract,Tract 8233.04,17031823304,5872,-87.70275070,41.68142960,14.67,51039.99999999999,5.0,85.77663671373556
Census tract,Tract 8305,17031830500,4410,-87.71931990,41.82912460,13.33,65794.99999999999,177.0,57.27529222087868
Census tract,Tract 8306,17031830600,4935,-87.67357380,42.00169800,14.75,64260.99999999999,134.0,88.18362142249929
Census tract,Tract 8307,17031830700,4006,-87.66076460,41.95830350,16.46,67462.0,426.0,90.9857328145266
Census tract,Tract 8308,17031830800,2405,-87.67657750,41.96514130,16.94,85819.0,68.0,99.19316563834836
Census tract,Tract 8309,17031830900,3076,-87.68490650,41.92842450,17.11,138091.99999999997,331.0,93.61888111888112
Census tract,Tract 8310,17031831000,2633,-87.67699660,41.91479810,17.75,199886.0,91.0,99.16054564533052
Census tract,Tract 8311,17031831100,6697,-87.71749550,41.94285590,14.29,97639.99999999999,421.0,89.39424031777557
Census tract,Tract 8312,17031831200,4832,-87.73226000,41.91532140,13.89,61249.99999999999,165.0,68.76847290640394
Census tract,Tract 8313,17031831300,1251,-87.74425960,41.90776620,15.17,45582.99999999999,150.0,51.995438996579246
Census tract,Tract 8314,17031831400,2820,-87.75608840,41.86911880,14.92,33516.0,217.0,81.38801261829653
Census tract,Tract 8315,17031831500,4421,-87.78800670,41.92759500,15.5,78682.0,284.0,72.83531409168081
Census tract,Tract 8316,17031831600,7745,-87.79761480,41.92561050,14.89,59534.99999999999,206.0,74.1988160849153
Census tract,Tract 8317,17031831700,2237,-87.74525460,41.95265370,15.69,47231.99999999999,193.0,85.22359040829552
Census tract,Tract 8318,17031831800,5868,-87.71648740,41.97822380,14.58,84356.99999999999,118.0,89.82697519282885
Census tract,Tract 8319,17031831900,3040,-87.66879070,41.94516900,17.58,131567.0,118.0,97.4483062032556
Census tract,Tract 8320,17031832000,2062,-87.65429820,41.94629410,14.0,146943.99999999997,156.0,98.4423676012461
Census tract,Tract 8321,17031832100,3410,-87.65324140,41.95282150,16.22,84875.0,182.0,94.86210804684548
Census tract,Tract 8322,17031832200,3289,-87.67997460,41.92047990,16.29,152902.0,114.0,98.88357256778308
Census tract,Tract 8323,17031832300,2054,-87.67278070,41.91982640,18.83,131212.0,178.0,99.2507204610951
Census tract,Tract 8324,17031832400,3601,-87.69225650,41.91574110,14.67,127999.99999999999,132.0,93.60484685291148
Census tract,Tract 8325,17031832500,3334,-87.66479620,41.92223040,18.0,148970.99999999997,233.0,95.42056074766356
Census tract,Tract 8326,17031832600,4147,-87.65446540,41.91475410,17.06,211323.99999999997,203.0,99.0914990266061
Census tract,Tract 8329,17031832900,1995,-87.66193490,41.87417510,15.58,80951.0,113.0,97.38675958188152
Census tract,Tract 8330,17031833000,5637,-87.65724880,41.88528630,18.75,169489.0,1013.0,99.29328621908128
Census tract,Tract 8331,17031833100,9493,-87.65704590,41.87907780,18.56,168124.99999999997,465.0,98.24443848834092
Census tract,Tract 8333,17031833300,2912,-87.65412370,41.87169450,18.0,90806.0,99.0,98.29437776373972
Census tract,Tract 8339,17031833900,2333,-87.54742260,41.73103210,14.4,40694.0,185.0,75.6026296566837
Census tract,Tract 8340,17031834000,3609,-87.62943200,41.72739380,12.83,41225.0,208.0,88.98433552299142
Census tract,Tract 8342,17031834200,4693,-87.58360690,41.75556760,14.79,63522.99999999999,494.0,96.69421487603306
Census tract,Tract 8343,17031834300,6240,-87.59178800,41.74583480,12.47,52424.99999999999,345.0,94.62102689486552
Census tract,Tract 8344,17031834400,3765,-87.59630300,41.77695040,12.94,40587.99999999999,269.0,95.30416221985058
Census tract,Tract 8345,17031834500,1765,-87.62536180,41.78603200,12.67,53958.0,116.0,83.46774193548387
Census tract,Tract 8346,17031834600,2357,-87.63430570,41.78724630,13.54,24835.999999999996,277.0,75.23602033405955
Census tract,Tract 8347,17031834700,1759,-87.64503340,41.79069030,13.44,36999.99999999999,152.0,75.8839528558477
Census tract,Tract 8348,17031834800,1753,-87.64508830,41.78363360,14.17,21635.999999999996,152.0,81.41891891891892
Census tract,Tract 8349,17031834900,1952,-87.65673610,41.77229860,12.92,20085.999999999996,171.0,70.30848329048844
Census tract,Tract 8350,17031835000,6398,-87.68604920,41.78284950,13.0,41906.99999999999,194.0,77.03112090333242
Census tract,Tract 8351,17031835100,5585,-87.68624790,41.79015790,15.29,46413.99999999999,202.0,75.56712532539977
Census tract,Tract 8352,17031835200,2038,-87.74528660,41.79664370,16.17,79000.0,98.0,82.17252396166134
Census tract,Tract 8355,17031835500,1584,-87.63253950,41.81635400,14.67,20669.0,167.0,82.07720588235294
Census tract,Tract 8356,17031835600,898,-87.63220160,41.80183450,14.08,14073.999999999998,132.0,58.83668903803133
Census tract,Tract 8358,17031835800,1698,-87.61871920,41.81304620,13.83,84500.0,186.0,96.0
Census tract,Tract 8360,17031836000,2338,-87.61168440,41.81400360,14.78,79485.0,161.0,92.93974437005478
Census tract,Tract 8361,17031836100,1893,-87.61868260,41.79980520,12.83,19644.999999999996,170.0,86.32148377125193
Census tract,Tract 8362,17031836200,2178,-87.60128490,41.79046930,14.0,,85.0,100.0
Census tract,Tract 8363,17031836300,1492,-87.60175850,41.80153240,10.92,50729.0,82.0,96.84729064039408
Census tract,Tract 8364,17031836400,3621,-87.59517610,41.81901180,13.67,27011.999999999996,227.0,91.8075911311537
Census tract,Tract 8365,17031836500,1527,-87.59945600,41.82594630,12.58,,98.0,85.32778355879293
Census tract,Tract 8366,17031836600,2929,-87.70880590,41.89869730,16.67,84667.0,248.0,85.39007092198581
Census tract,Tract 8367,17031836700,2481,-87.70217470,41.89170410,14.08,47438.99999999999,266.0,83.2436069986541
Census tract,Tract 8368,17031836800,2645,-87.71496660,41.88509030,13.42,22642.0,250.0,69.08866995073892
Census tract,Tract 8369,17031836900,1439,-87.70613620,41.88188310,12.42,43332.99999999999,95.0,91.5238954012624
Census tract,Tract 8370,17031837000,2042,-87.69867390,41.87832330,15.92,43951.0,205.0,91.42300194931774
Census tract,Tract 8371,17031837100,1652,-87.69872040,41.88567360,15.67,61350.99999999999,249.0,82.76810265811181
Census tract,Tract 8373,17031837300,2489,-87.70555240,41.87161910,15.25,22197.0,163.0,85.8108108108108
Census tract,Tract 8374,17031837400,1990,-87.69380130,41.87597450,14.67,45234.0,230.0,86.22754491017965
Census tract,Tract 8378,17031837800,2837,-87.68412720,41.88475040,17.5,34688.0,304.0,94.3954333160353
Census tract,Tract 8380,17031838000,2651,-87.68065210,41.87736660,14.83,,234.0,81.89258312020459
Census tract,Tract 8381,17031838100,1821,-87.67169280,41.87867000,15.83,,282.0,84.10880458124552
Census tract,Tract 8382,17031838200,1675,-87.67512600,41.87041490,15.92,105667.0,263.0,96.5934065934066
Census tract,Tract 8383,17031838300,2580,-87.63840390,41.90156650,16.92,104968.0,123.0,95.50885867325916
Census tract,Tract 8386,17031838600,1518,-87.70082360,41.86782330,13.75,14700.999999999998,113.0,75.02612330198536
Census tract,Tract 8387,17031838700,4132,-87.72018510,41.86257750,14.92,24073.999999999996,401.0,74.73728457335015
Census tract,Tract 8388,17031838800,3102,-87.57406110,41.68340420,11.83,24432.0,340.0,73.93364928909952
Census tract,Tract 8390,17031839000,10435,-87.63130780,41.87148630,17.21,95565.0,600.0,95.9513705700195
Census tract,Tract 8391,17031839100,8234,-87.63307030,41.88098570,18.17,139943.0,2226.0,95.22046449007068
Census tract,Tract 8392,17031839200,2749,-87.62203620,41.84201080,14.33,39132.99999999999,460.0,91.81916038751343
Census tract,Tract 8395,17031839500,1590,-87.61929190,41.83409750,12.67,55624.99999999999,77.0,86.94560669456067
Census tract,Tract 8396,17031839600,1729,-87.61924860,41.82744280,15.5,68880.0,181.0,77.24288840262582
Census tract,Tract 8397,17031839700,4545,-87.65194880,41.83365080,16.33,90149.0,76.0,88.79456706281834
Census tract,Tract 8398,17031839800,2686,-87.64316230,41.83506740,14.28,79642.99999999999,82.0,86.15
Census tract,Tract 8399,17031839900,4431,-87.64845400,41.82734590,14.3,89712.0,134.0,91.23682750970605
Census tract,Tract 8400,17031840000,3001,-87.63840530,41.83143690,14.67,87730.99999999999,44.0,83.01703163017031
Census tract,Tract 8401,17031840100,3029,-87.63920300,41.84183080,15.58,66981.0,60.0,82.91110087517272
Census tract,Tract 8402,17031840200,2497,-87.64920960,41.84464760,16.04,51770.99999999999,85.0,67.65067650676507
Census tract,Tract 8403,17031840300,4196,-87.68188130,41.83209700,15.33,74721.99999999999,95.0,74.03993855606758
Census tract,Tract 8404,17031840400,3369,-87.66716160,41.83392640,17.0,77768.0,223.0,79.97762863534675
Census tract,Tract 8407,17031840700,3900,-87.69426660,41.85293020,15.78,106249.99999999999,209.0,78.44495765973825
Census tract,Tract 8408,17031840800,3332,-87.70737100,41.84083290,13.5,47572.0,66.0,63.40402392604676
Census tract,Tract 8410,17031841000,1136,-87.61019830,41.84754440,16.83,105625.0,302.0,92.09445585215606
Census tract,Tract 8411,17031841100,7356,-87.63566120,41.85164380,18.21,43527.0,360.0,59.12663755458515
Census tract,Tract 8412,17031841200,4873,-87.68334200,41.85556180,15.0,62818.99999999999,218.0,62.660809538751174
Census tract,Tract 8413,17031841300,4173,-87.68420250,41.84397740,15.83,69327.0,145.0,83.0242966751918
Census tract,Tract 8415,17031841500,2904,-87.70791320,41.86162240,14.0,24706.0,202.0,75.68013190436933
Census tract,Tract 8417,17031841700,1509,-87.70418190,41.85313020,15.5,45854.0,52.0,73.13915857605178
Census tract,Tract 8418,17031841800,2404,-87.59942030,41.76630630,14.1,50963.99999999999,239.0,88.2108183079057
Census tract,Tract 8419,17031841900,6500,-87.64296480,41.86845780,18.83,136955.0,783.0,92.97045101088646
Census tract,Tract 8420,17031842000,2590,-87.62517020,41.83496000,14.67,135341.0,91.0,84.73980309423348
Census tract,Tract 8421,17031842100,6650,-87.73361030,41.89527850,11.89,60741.0,308.0,74.0232558139535
Census tract,Tract 8422,17031842200,4212,-87.64921990,41.90472790,17.14,95174.0,746.0,97.7542508822586
Census tract,Tract 8423,17031842300,3529,-87.66063980,41.90972360,19.08,173082.0,413.0,96.9327291739282
Census tract,Tract 8424,17031842400,3041,-87.63007060,41.74242580,14.0,100869.99999999999,655.0,98.19383259911896
Census tract,Tract 8425,17031842500,2644,-87.62321570,41.77695060,12.33,36954.99999999999,284.0,68.33696441539578
Census tract,Tract 8426,17031842600,4245,-87.65169510,41.81621860,13.88,91666.99999999999,313.0,86.54612319950965
Census tract,Tract 8428,17031842800,7637,-87.69830440,41.80753390,13.94,56667.0,289.0,67.67996108949417
Census tract,Tract 8429,17031842900,2480,-87.67293710,41.86313890,15.46,21521.0,349.0,85.29565672422815
Census tract,Tract 8430,17031843000,2880,-87.72274890,41.86793650,16.0,21726.0,331.0,84.98516320474778
Census tract,Tract 8431,17031843100,1747,-87.69945290,41.86260170,13.75,61648.0,156.0,85.22012578616352
Census tract,Tract 8432,17031843200,2422,-87.66421690,41.84871530,14.92,70525.0,177.0,90.33909149072296
Census tract,Tract 8433,17031843300,1572,-87.69255030,41.86376380,15.33,65278.0,145.0,79.54329210275928
Census tract,Tract 8434,17031843400,1524,-87.73202180,41.84932740,14.33,43021.0,188.0,82.45192307692307
Census tract,Tract 8435,17031843500,6030,-87.69756610,41.84098340,13.04,55832.99999999999,71.0,63.05380959681128
Census tract,Tract 8436,17031843600,3089,-87.60894880,41.80676530,14.58,71359.0,210.0,96.30856601987696
Census tract,Tract 8437,17031843700,2544,-87.69003400,41.94556040,17.67,134000.0,70.0,94.41860465116278
Census tract,Tract 8438,17031843800,2000,-87.64047560,41.80165660,13.92,57884.99999999999,94.0,81.02389078498294
Census tract,Tract 8439,17031843900,3666,-87.57613030,41.77899320,11.93,47759.99999999999,285.0,80.75651854572163
Census tract,Tract 8446,17031844600,1776,-87.62544370,41.81338520,12.25,56847.99999999999,120.0,90.28887523048556
Census tract,Tract 8447,17031844700,2342,-87.71170020,41.85414730,13.19,69583.0,148.0,83.76575240919199
Census tract,Tract 9800,17031980000,0,-87.90243760,41.97941910,10.04,,422.0,
Census tract,Tract 9801,17031980100,18,-87.75090010,41.78598130,5.33,,199.0,
Census tract,Tract 8400,17043840000,2835,-87.93440530,41.96865060,9.59,81931.99999999999,1.0,74.94918699186992
Census tract,Tract 8408.01,17043840801,2621,-87.93161770,41.95179610,11.03,80732.99999999999,,83.42189160467588
